STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
        402;18300101;18301231;    5;  -999;   -999;   12.10;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18310101;18311231;    5;  -999;   -999;   12.49;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18320101;18321231;    5;  -999;   -999;   12.54;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18330101;18331231;    5;  -999;   -999;   12.68;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18340101;18341231;    5;  -999;   -999;   14.57;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18350101;18351231;    5;  -999;   -999;   12.66;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18360101;18361231;    5;  -999;   -999;   12.53;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18370101;18371231;    5;  -999;   -999;   11.70;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18380101;18381231;    5;  -999;   -999;   10.85;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18390101;18391231;    5;  -999;   -999;   12.53;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18400101;18401231;    5;  -999;   -999;   11.61;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18410101;18411231;    5;  -999;   -999;   12.95;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18420101;18421231;    5;  -999;   -999;   12.58;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18430101;18431231;    5;  -999;   -999;   12.97;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18440101;18441231;    5;  -999;   -999;   11.51;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18450101;18451231;    5;  -999;   -999;   11.74;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18460101;18461231;    5;  -999;   -999;   13.78;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18470101;18471231;    5;  -999;   -999;   12.16;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18480101;18481231;    5;  -999;   -999;   12.65;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18490101;18491231;    5;  -999;   -999;   12.17;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18500101;18501231;    5;  -999;   -999;   11.88;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18510101;18511231;    5;  -999;   -999;   11.97;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18520101;18521231;    5;  -999;   -999;   13.92;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18530101;18531231;    5;  -999;   -999;   11.63;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18540101;18541231;    5;  -999;   -999;   12.97;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
        402;18550101;18551231;    5;  -999;   -999;   11.19;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
