STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
        400;19660101;19661231;    5;  5.97;   8.82;   12.79;    5.30;    2.07; 1439.30;-999;  33.8; -15.9;    5;   692.0;   34.7;eor
        400;19670101;19671231;    5;  -999;   9.60;   13.99;    5.86;-999; 1623.80;-999;  31.7; -13.4;    5;   605.6;   25.3;eor
        400;19680101;19681231;    5;  -999;   8.78;   13.13;    5.07;    2.14; 1642.70;-999;  32.8; -19.0;    5;   591.1;   73.1;eor
        400;19690101;19691231;    5;  -999;   7.81;   12.16;    4.01;-999; 1662.10;-999;  33.2; -21.5;    5;   538.8;   67.7;eor
        400;19700101;19701231;    5;  -999;   7.94;   11.98;    4.38;-999; 1591.80;-999;  31.4; -18.3;    5;   575.8;   16.6;eor
        400;19710101;19711231;    5;  -999;   9.17;   13.58;    5.32;    2.12; 1688.00;-999;  33.4; -18.7;    5;   425.7;   24.2;eor
        400;19720101;19721231;    5;  -999;   8.34;   12.54;    4.92;    2.22; 1511.70;-999;  33.4; -15.6;    5;   511.0;   46.3;eor
        400;19730101;19731231;    5;  5.26;   8.75;   12.87;    5.08;    0.88; 1542.70;-999;  31.7;  -9.9;    5;   558.2;   29.0;eor
        400;19740101;19741231;    5;  5.63;   9.19;   13.22;    5.85;    2.28; 1465.40;-999;  33.6;  -6.6;    5;   772.7;   34.6;eor
        400;19750101;19751231;    5;  5.17;   9.62;   13.79;    6.08;    2.04; 1715.10;-999;  32.6;  -8.0;    5;   468.4;   39.5;eor
        400;19760101;19761231;    5;  5.14;   8.54;   12.82;    4.77;    2.09; 1776.20;-999;  35.2; -13.2;    5;   404.5;   21.2;eor
        400;19770101;19771231;    5;  -999;   9.23;   13.05;    6.13;-999; 1425.20;-999;  30.5;  -8.4;    5;   641.3;   22.7;eor
        400;19780101;19781231;    5;  -999;   8.73;   12.66;    5.33;-999; 1458.80;-999;  31.5; -18.9;    5;   623.4;  108.5;eor
        400;19790101;19791231;    5;  -999;   8.20;   12.18;    4.71;-999; 1510.70;-999;  32.7; -19.8;    5;   643.8;   45.8;eor
        400;19800101;19801231;    5;  -999;   7.79;   11.83;    4.38;-999; 1541.20;-999;  32.5; -15.8;    5;   590.8;   23.8;eor
        400;19810101;19811231;   10;  -999;   8.86;   12.76;    5.58;-999;-999;-999;  31.4; -14.8;   10;   770.0;   44.0;eor
        400;19820101;19821231;   10;  -999;   9.78;   14.33;    5.78;-999;-999;-999;  34.0; -17.8;   10;   371.4;   14.0;eor
        400;19830101;19831231;   10;  -999;   9.94;   14.19;    6.23;-999;-999;-999;  36.6; -13.0;   10;   593.1;   31.0;eor
        400;19840101;19841231;   10;  -999;   8.61;   12.41;    5.42;-999;-999;-999;  35.9;  -9.8;   10;   569.6;   23.8;eor
        400;19850101;19851231;   10;  -999;   8.26;   12.32;    4.89;-999;-999;-999;  32.3; -20.1;   10;   454.4;   21.3;eor
        400;19860101;19861231;   10;  -999;   8.63;   12.85;    4.93;-999;-999;-999;  35.4; -19.0;   10;   644.7;   25.6;eor
        400;19870101;19871231;   10;  -999;   7.89;   11.73;    4.60;-999;-999;-999;  32.7; -21.6;   10;   663.5;   64.9;eor
        400;19880101;19881231;   10;  -999;   9.60;   13.57;    6.15;-999;-999;-999;  30.1;  -9.6;   10;   531.8;   17.1;eor
        400;19890101;19891231;   10;  -999;  10.23;   14.70;    6.27;-999;-999;-999;  34.5;  -6.7;   10;   407.7;   24.6;eor
        400;19900101;19901231;   10;  -999;  10.03;   14.44;    6.25;-999;-999;-999;  31.9;  -6.7;   10;   615.5;   63.5;eor
        400;19920101;19921231;   10;  4.95;  10.02;   14.16;    6.08;    1.99; 1723.20;-999;  38.1;  -9.8;    9;   528.5;   25.0;eor
        400;19930101;19931231;   10;  5.49;   9.05;   12.96;    5.38;    1.94; 1524.20;-999;  30.4; -14.4;    9;   703.7;   78.5;eor
        400;19940101;19941231;   10;  5.21;  10.06;   14.14;    6.10;    1.93; 1713.10;-999;  37.8; -12.7;    9;   675.7;   31.4;eor
        400;19950101;19951231;   10;  5.18;   9.39;   13.48;    5.37;    1.93; 1762.00;-999;  33.9; -13.4;    9;   605.9;   30.8;eor
        400;19960101;19961231;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    9;   509.6;   49.4;eor
        400;19970101;19971231;   10;  5.07;   9.48;   13.80;    5.37;    1.89; 1866.30;-999;  33.7; -19.9;    9;   482.1;   42.0;eor
        400;19980101;19981231;   10;  5.61;   9.72;   13.62;    6.14;    1.99; 1540.10;-999;  36.9; -13.7;    9;   607.3;   27.3;eor
        400;19990101;19991231;   10;  5.25;  10.18;   14.50;    6.16;    1.84; 1793.20;-999;  35.1; -11.1;    9;   578.5;   60.6;eor
        400;20000101;20001231;   10;  5.32;  10.49;   14.66;    6.71;    1.24; 1672.40;-999;  36.2; -11.9;    9;   519.7;   18.4;eor
        400;20010101;20011231;   10;  5.55;   9.27;   13.26;    5.58;    1.69; 1505.20;-999;  34.4; -11.2;    9;   639.3;   24.1;eor
        400;20020101;20021231;   10;  5.27;   9.83;   13.94;    6.15;    2.02;-999;-999;  33.9; -12.2;    9;   726.7;   66.0;eor
        400;20030101;20031231;   10;  4.59;   9.54;   14.38;    5.09;    1.88; 2106.50;-999;  34.2; -15.5;    9;   427.1;   19.6;eor
        400;20040101;20041231;   10;  5.48;   9.45;   13.73;    5.31;    2.05;-999;-999;  31.8; -11.6;    9;   605.8;   24.9;eor
        400;20050101;20051231;   10;  5.25;   9.54;   14.04;    5.20;    2.07;-999;-999;  32.9; -12.0;    9;   708.1;   39.8;eor
        400;20060101;20061231;   10;  5.22;  10.24;   14.78;    5.80;    1.99;-999;-999;  36.7; -17.7;    9;   488.4;   17.0;eor
        400;20070101;20071231;   10;  5.46;  10.57;   14.92;    6.27;    2.17;-999;-999;  37.8;  -9.7;    9;   785.6;   35.2;eor
        400;20080101;20081231;   10;  5.58;  10.38;   14.68;    6.03;    2.24;-999;-999;  34.5;  -7.9;    9;   656.5;   33.5;eor
        400;20090101;20091231;   10;  5.43;   9.62;   14.11;    5.20;    2.06;-999;-999;  32.8; -17.7;    9;   653.1;   29.8;eor
        400;20100101;20101231;   10;  5.88;   8.29;   12.50;    3.93;    2.11;-999;-999;  38.2; -19.0;    9;   677.9;   33.7;eor
        400;20110101;20111231;   10;  5.10;  10.15;   14.92;    5.68;    2.23;-999;-999;  32.9; -13.8;    9;   689.4;   48.2;eor
        400;20120101;20121231;   10;  -999;   9.53;   14.04;    5.07;-999;-999;-999;  35.0; -20.0;    9;   653.6;   45.4;eor
        400;20130101;20131231;   10;  -999;   9.46;   13.66;    5.26;-999;-999;-999;  34.7; -12.3;    9;   607.0;   41.5;eor
        400;20140101;20141231;   10;  -999;  10.90;   15.50;    6.54;-999;-999;-999;  34.7; -14.4;    9;   507.0;   24.8;eor
        400;20150101;20151231;   10;  -999;  10.56;   15.34;    5.77;-999;-999;-999;  37.4;  -6.1;    9;   574.4;   27.9;eor
        400;20160101;20161231;   10;  -999;  10.15;   14.64;    5.66;-999;-999;-999;  35.2; -11.7;    9;   559.1;   72.5;eor
        400;20170101;20171231;    3;  -999;  10.09;   14.30;    5.92;-999;-999;-999;  31.9; -10.1;-999;-999;-999;eor
        400;20180101;20181231;    3;  -999;  10.97;   15.96;    6.08;-999;-999;-999;  37.6; -13.8;    9;   419.6;   57.7;eor
        400;20190101;20191231;    3;  -999;  11.22;   15.98;    6.46;-999;-999;-999;  37.7;  -7.5;    9;   588.9;   54.9;eor
        400;20200101;20201231;    3;  -999;  11.15;   15.91;    6.33;-999;-999;-999;  37.4;  -5.0;    3;   512.8;   32.2;eor
